Node,x,y,Shape_Area,acres,treat
380,-80.40628642,25.59215195,105072.9781,2.412139344,fungicide
381,-80.51846036,25.58214058,227945.1373,5.232890928,nothing
382,-80.4686798,25.52994253,611254.7566,14.0324532,scout & rogue
383,-80.52308674,25.45126635,2294125.084,52.66577073,nothing
384,-80.50467263,25.62548326,207150.5474,4.755513687,stumping
385,-80.53250366,25.49962197,860092.181,19.74496418,nothing
386,-80.47296199,25.49433328,52405.84496,1.203070502,scout & rogue
387,-80.46097599,25.52036607,225440.0856,5.175382957,stumping
388,-80.51092632,25.50705057,264904.7186,6.081364644,scout & rogue
389,-80.49510179,25.51534173,73522.97773,1.687852295,scout & rogue
390,-80.47125915,25.52575551,227378.6788,5.219886853,fungicide
391,-80.43562481,25.52805952,225070.7929,5.166905178,stumping
392,-80.51892839,25.50511443,188755.6948,4.333226734,nothing
393,-80.51714962,25.5455896,673145.0233,15.45325567,fungicide
394,-80.48962112,25.53053246,290677.1648,6.673017537,stumping
395,-80.51207642,25.44582082,440080.8278,10.10284755,nothing
396,-80.44658027,25.55600098,222318.7238,5.103726479,fungicide
397,-80.50505755,25.52405274,148817.6682,3.416377445,stumping
398,-80.46020263,25.58594152,571097.5376,13.11057195,scout & rogue
399,-80.42420413,25.55758579,446915.9592,10.25976029,stumping
400,-80.52227975,25.54830911,451955.0233,10.37544108,fungicide
401,-80.50457195,25.4536851,222628.6029,5.110840311,stumping
402,-80.52606947,25.57740293,274859.0732,6.309884772,fungicide
403,-80.46122305,25.54981765,172157.4576,3.952184323,stumping
404,-80.42991113,25.59076319,43145.89179,0.990491609,stumping
405,-80.49856241,25.61059312,419469.1465,9.629669302,fungicide
406,-80.44049599,25.55699399,215289.6657,4.942361798,nothing
407,-80.45432078,25.54557509,71017.24321,1.630328649,fungicide
408,-80.52961749,25.52298513,217684.0643,4.997329527,nothing
409,-80.46960304,25.59359748,104666.4142,2.402805938,stumping
410,-80.47133446,25.59259135,871796.0302,20.01364711,stumping
411,-80.47023661,25.52760372,222628.7172,5.110842935,fungicide
412,-80.51178046,25.46867441,917630.6211,21.06586264,stumping
413,-80.43839245,25.54684101,217582.3877,4.994995358,stumping
414,-80.44772002,25.51538072,114718.591,2.63357175,scout & rogue
415,-80.50527729,25.52319801,218259.7448,5.010545309,stumping
416,-80.4798647,25.56458521,37808.20878,0.867955487,nothing
417,-80.48698519,25.5150758,221444.3313,5.083653225,stumping
418,-80.51837305,25.46273325,108193.5896,2.483778598,fungicide
419,-80.51329625,25.47786275,217436.0173,4.991635162,fungicide
420,-80.52514036,25.45125945,1320615.959,30.31711645,nothing
421,-80.51838625,25.46364548,108526.0388,2.491410568,nothing
422,-80.52155885,25.59505641,251071.0704,5.763788349,nothing
423,-80.49307327,25.53136511,29421.30499,0.675419014,fungicide
424,-80.50829125,25.51997447,130685.6943,3.000125347,fungicide
425,-80.52073965,25.51406912,221088.6754,5.075488503,fungicide
426,-80.44302189,25.52610541,211191.6504,4.84828448,scout & rogue
427,-80.5302533,25.39460254,219885.2179,5.04786097,fungicide
428,-80.46568619,25.5917455,67321.96109,1.545496796,nothing
429,-80.54883606,25.47902706,109517.2891,2.514166502,stumping
430,-80.49736436,25.42990514,857414.7761,19.68349953,stumping
431,-80.53054117,25.51151204,3540626.436,81.28145297,nothing
432,-80.41809661,25.55580324,444686.4666,10.20857828,stumping
433,-80.5010505,25.50440005,878885.5688,20.17640023,scout & rogue
434,-80.44410821,25.5233678,379775.1552,8.718422283,nothing
435,-80.53298492,25.45808822,98976.67378,2.272187705,fungicide
436,-80.43410766,25.53126691,224989.2118,5.165032337,fungicide
437,-80.45856431,25.48608442,42605.88404,0.978094759,scout & rogue
438,-80.46982294,25.59181907,218984.4599,5.027182449,scout & rogue
439,-80.48735505,25.49294591,22538.60341,0.517414211,fungicide
440,-80.43006796,25.53064719,102003.0151,2.341662817,stumping
441,-80.50955986,25.59005092,178851.0567,4.105847938,fungicide
442,-80.51927693,25.51413338,220030.6055,5.051198604,nothing
443,-80.47260861,25.49779557,55158.14526,1.266254509,scout & rogue
444,-80.48759273,25.53113204,218685.5179,5.020319697,scout & rogue
445,-80.52340257,25.50063221,845551.9243,19.41116642,stumping
446,-80.45922821,25.58529398,200467.2878,4.602087433,stumping
447,-80.52658365,25.41523065,102939.8544,2.363169649,stumping
448,-80.51183327,25.57527347,102794.8911,2.359841756,scout & rogue
449,-80.46324443,25.50676387,11270.33942,0.258730928,stumping
450,-80.42600077,25.53219169,201355.5788,4.622479751,nothing
451,-80.53169913,25.53261273,439160.1457,10.08171163,fungicide
452,-80.51754109,25.53112666,109443.462,2.512471668,scout & rogue
453,-80.5066615,25.62727553,208044.4407,4.776034616,fungicide
454,-80.50160019,25.56386787,425720.3442,9.773176798,scout & rogue
455,-80.52856864,25.42045783,214779.0519,4.930639739,stumping
456,-80.51395645,25.59090921,226083.4326,5.190152146,stumping
457,-80.50908881,25.50302033,192192.0287,4.412113964,scout & rogue
458,-80.53610849,25.51973053,221812.7824,5.092111683,nothing
459,-80.53249,25.49734576,423210.116,9.715549991,scout & rogue
460,-80.45121787,25.51119226,863112.4038,19.81429883,fungicide
461,-80.48047244,25.52892694,98603.7356,2.263626237,stumping
462,-80.54181944,25.49042169,197566.7579,4.535500548,fungicide
463,-80.51384267,25.57480079,104385.7629,2.396363082,fungicide
464,-80.48261594,25.62735557,189900.1179,4.359499027,fungicide
465,-80.48658571,25.63109285,259293.8192,5.952556349,nothing
466,-80.43231086,25.55012474,410618.1046,9.426477704,fungicide
467,-80.46201844,25.51699015,53375.2739,1.225325488,fungicide
468,-80.50707696,25.50025132,215645.6645,4.950534391,scout & rogue
469,-80.51593854,25.58353238,219535.7267,5.039837771,nothing
470,-80.51343172,25.6463216,204601.5696,4.696997313,stumping
471,-80.44859522,25.52558853,454602.4321,10.43621711,nothing
472,-80.43860258,25.55976893,218043.3387,5.005577318,stumping
473,-80.47433099,25.52479592,223373.1619,5.127933003,fungicide
474,-80.50897019,25.53785778,116763.4284,2.680514673,nothing
475,-80.51406509,25.57145868,55199.7072,1.267208638,fungicide
476,-80.4799009,25.5109607,862349.0401,19.79677444,nothing
477,-80.42560713,25.54652775,219133.9701,5.030614725,stumping
478,-80.51769796,25.61178893,104329.5447,2.395072492,scout & rogue
479,-80.46025453,25.54986603,238225.8358,5.468902867,stumping
480,-80.42515196,25.59422631,3505839.068,80.48284632,scout & rogue
481,-80.45437424,25.52041921,454399.9897,10.43156968,scout & rogue
482,-80.48835114,25.50535054,206704.8466,4.745281822,fungicide
483,-80.42216668,25.55713725,219295.1998,5.034316043,stumping
484,-80.54085615,25.49043739,192925.9446,4.428962325,nothing
485,-80.42464413,25.55212894,211921.3005,4.865034911,stumping
486,-80.54065857,25.41645888,843312.5124,19.35975668,nothing
487,-80.43648258,25.56897951,211229.3278,4.849149432,scout & rogue
488,-80.53298377,25.50785784,408078.4041,9.368174307,scout & rogue
489,-80.47228863,25.52758431,230962.4518,5.302158813,fungicide
490,-80.49672021,25.52739806,217483.3886,4.992722655,stumping
491,-80.48475472,25.62921679,197448.0464,4.532775312,fungicide
492,-80.50935514,25.52723225,399406.3748,9.169092265,scout & rogue
493,-80.45507253,25.59127442,1736908.112,39.87385215,scout & rogue
494,-80.44158742,25.51598462,443265.1802,10.17595009,scout & rogue
495,-80.48048272,25.52979194,108900.0161,2.49999589,scout & rogue
496,-80.51385874,25.5218019,197850.7116,4.542019216,fungicide
497,-80.43943084,25.56991525,60951.15311,1.399243432,fungicide
498,-80.5217786,25.6145079,114776.4284,2.634899511,nothing
499,-80.5037748,25.52344296,50328.48715,1.155381014,scout & rogue
500,-80.47076923,25.58623745,212407.5439,4.876197504,scout & rogue
501,-80.4424516,25.54767362,208086.0734,4.77699037,scout & rogue
502,-80.49148734,25.50814585,408495.514,9.377749816,fungicide
503,-80.47464594,25.57525224,209758.4028,4.815381701,nothing
504,-80.43230279,25.55753679,430648.9541,9.886321909,scout & rogue
505,-80.50763892,25.51904997,304728.1179,6.995582457,fungicide
506,-80.47334427,25.52757078,231430.7288,5.312908955,fungicide
507,-80.44698428,25.51121909,808854.6187,18.56871371,stumping
508,-80.50667174,25.50709303,220758.0951,5.067899438,fungicide
509,-80.4929552,25.50722256,427786.9458,9.820619357,fungicide
510,-80.4728077,25.5261977,231107.9122,5.305498119,stumping
511,-80.55449631,25.53299976,114355.4401,2.625234967,scout & rogue
512,-80.52174121,25.49052101,207151.3747,4.755532679,fungicide
513,-80.42164221,25.55577416,667900.8911,15.33286718,scout & rogue
514,-80.41197472,25.56128195,392899.9011,9.01972445,nothing
515,-80.46043398,25.5180399,220921.7358,5.071656104,nothing
516,-80.49095841,25.55326617,1510868.525,34.68470655,stumping
517,-80.48442373,25.51467058,208428.8989,4.784860546,scout & rogue
518,-80.51712064,25.50519155,105647.5558,2.425329809,fungicide
519,-80.49571234,25.52695261,112458.7983,2.581694141,fungicide
520,-80.51694054,25.52125752,108896.7859,2.499921735,nothing
521,-80.5273303,25.48690561,441941.481,10.14556219,nothing
522,-80.4367701,25.55011521,200846.7234,4.61079806,scout & rogue
523,-80.53562598,25.52200298,226269.911,5.194433093,fungicide
524,-80.47712401,25.56370185,587619.0065,13.48985201,nothing
525,-80.48887841,25.47440795,12742.26459,0.29252162,nothing
526,-80.50736127,25.52500215,225115.7241,5.167936655,fungicide
527,-80.48341472,25.5146743,212373.2327,4.875409828,fungicide
528,-80.51746683,25.53020498,108894.5199,2.499869714,fungicide
529,-80.49008579,25.59695364,218783.3061,5.022564601,fungicide
530,-80.51056368,25.48740031,110004.5356,2.525352123,scout & rogue
531,-80.52120638,25.43847425,435966.3484,10.00839227,nothing
532,-80.45913769,25.48550732,57585.74673,1.321984471,scout & rogue
533,-80.48894123,25.49293648,22484.07421,0.516162395,scout & rogue
534,-80.47449267,25.49637455,451114.9138,10.35615485,scout & rogue
535,-80.48762075,25.53172873,212374.275,4.875433756,stumping
536,-80.44233402,25.51365859,37440.23727,0.859508039,stumping
537,-80.47185272,25.49387613,54221.83079,1.244759725,scout & rogue
538,-80.5296033,25.52166915,415751.3696,9.544321042,nothing
539,-80.49166661,25.56676164,219136.6051,5.030675216,stumping
540,-80.53072314,25.4082893,1248476.471,28.66102465,scout & rogue
541,-80.52036879,25.50421988,854591.9844,19.61869727,nothing
542,-80.48218601,25.50013826,178728.0252,4.103023529,scout & rogue
543,-80.52116154,25.50795729,236379.8615,5.426525204,stumping
544,-80.45027462,25.54001225,451767.5873,10.37113815,nothing
545,-80.44860068,25.55551863,448898.2539,10.30526744,nothing
546,-80.52934658,25.52897363,101709.5428,2.334925632,nothing
547,-80.48279531,25.50408343,217846.285,5.001053595,nothing
548,-80.44094065,25.59000779,777753.7907,17.85473822,stumping
549,-80.47053415,25.49131576,42120.23981,0.966945921,fungicide
550,-80.51643659,25.42389471,874766.7002,20.08184418,nothing
551,-80.44357641,25.51453313,111557.2664,2.560997853,nothing
552,-80.48126246,25.51942478,228071.0964,5.235782546,stumping
553,-80.42204059,25.54056088,213927.3319,4.911086973,scout & rogue
554,-80.53257912,25.57289301,207956.507,4.77401594,stumping
555,-80.43566858,25.58253401,1521295.017,34.92406545,stumping
556,-80.46558921,25.58100973,212175.2175,4.870864033,scout & rogue
557,-80.53474473,25.42209285,101139.3796,2.32183651,stumping
558,-80.43449834,25.56853821,451417.6764,10.36310531,stumping
559,-80.51567519,25.45404122,877760.7674,20.15057839,scout & rogue
560,-80.44449402,25.51079413,102887.0222,2.361956791,stumping
561,-80.5596536,25.54614352,866470.6951,19.89139445,fungicide
562,-80.43307028,25.59630278,69323.02511,1.591434823,scout & rogue
563,-80.43041058,25.55655017,383281.4653,8.798915943,scout & rogue
564,-80.4477261,25.51630844,115439.3132,2.650117225,nothing
565,-80.50346539,25.54565287,453742.1895,10.4164687,fungicide
566,-80.49818538,25.47384572,98852.03109,2.269326307,scout & rogue
567,-80.46627122,25.51286469,107272.3756,2.462630472,fungicide
568,-80.4277333,25.57872811,230725.8117,5.296726314,fungicide
569,-80.42833721,25.57869376,300917.8402,6.908110674,stumping
570,-80.48649362,25.51275782,218396.5385,5.013685655,scout & rogue
571,-80.43158609,25.54877278,374849.6642,8.605348771,stumping
572,-80.51971463,25.58073756,56033.8862,1.286358719,nothing
573,-80.51501981,25.53090423,225328.7319,5.172826632,nothing
574,-80.45012401,25.52814962,1480263.955,33.98212356,nothing
575,-80.45761711,25.47781188,40207.72562,0.923040716,fungicide
576,-80.44835248,25.60891622,1281225.292,29.41283278,nothing
577,-80.52021444,25.44492217,220849.3349,5.069994011,nothing
578,-80.46324365,25.55029193,130742.4908,3.001429213,fungicide
579,-80.49247103,25.6077914,214738.2951,4.929704093,nothing
580,-80.42031659,25.53542035,198348.015,4.553435711,stumping
581,-80.47228307,25.53121089,231232.2468,5.308352443,nothing
582,-80.50309376,25.59689674,215026.9774,4.936331315,nothing
583,-80.50408862,25.59688622,218497.4666,5.016002641,stumping
584,-80.47704788,25.52204985,215354.3599,4.943846969,scout & rogue
585,-80.4098051,25.53378355,280546.6045,6.44045229,nothing
586,-80.46281276,25.54935432,234490.0064,5.383140179,scout & rogue
587,-80.53210016,25.52708197,181272.2432,4.161430633,stumping
588,-80.44499399,25.54955574,109031.4728,2.503013715,scout & rogue
589,-80.48300798,25.53112864,438555.184,10.06782365,nothing
590,-80.52954651,25.41187398,5196270.712,119.2897475,nothing
591,-80.44137863,25.59353564,472581.8914,10.84896796,stumping
592,-80.46943163,25.56112025,175549.3765,4.030051926,stumping
593,-80.44757152,25.50715891,104809.7494,2.406096455,scout & rogue
594,-80.44811715,25.50938377,443802.3761,10.18828239,scout & rogue
595,-80.49953844,25.59509419,438667.9822,10.07041313,stumping
596,-80.49941397,25.4952714,2606314.982,59.83265178,nothing
597,-80.488873,25.47411933,12904.39408,0.296243594,fungicide
598,-80.50361782,25.46417459,1769213.081,40.61547086,nothing
599,-80.45740488,25.47863358,99573.498,2.285888879,fungicide
600,-80.51234871,25.61478975,104441.3004,2.397638045,nothing
601,-80.51875531,25.61360528,113391.417,2.603104082,fungicide
602,-80.5187253,25.61267252,109571.5731,2.515412689,scout & rogue
603,-80.517721,25.61268163,110254.3728,2.531087585,nothing
604,-80.51869472,25.61178446,102775.4241,2.359394856,stumping
605,-80.49741054,25.60600265,217921.8686,5.002788753,scout & rogue
606,-80.51765398,25.60999227,109861.4406,2.52206712,fungicide
607,-80.52762037,25.61072741,95012.21858,2.181176499,scout & rogue
608,-80.50509058,25.59687998,218954.1137,5.026485797,nothing
609,-80.51853632,25.5950694,217699.156,4.997675984,fungicide
610,-80.49277253,25.60326009,1636213.242,37.56222015,stumping
611,-80.48874767,25.6005463,809047.9136,18.57315114,scout & rogue
612,-80.52381411,25.59747111,231266.0157,5.309127669,scout & rogue
613,-80.48713344,25.59696569,194916.2673,4.474653765,stumping
614,-80.5239491,25.59619299,228986.7568,5.256803179,stumping
615,-80.48869916,25.59877557,845062.4723,19.39993016,fungicide
616,-80.49556774,25.61060615,420294.661,9.648620474,fungicide
617,-80.49756409,25.61059777,419695.9014,9.634874869,scout & rogue
618,-80.49656606,25.61060264,419709.5554,9.635188321,scout & rogue
619,-80.48897525,25.62231978,204199.8707,4.687775592,scout & rogue
620,-80.49094114,25.62231348,189264.7286,4.344912522,fungicide
621,-80.49298501,25.62235984,217882.8542,5.001893107,nothing
622,-80.50663573,25.62637323,206043.0417,4.7300889,fungicide
623,-80.4889107,25.63372207,204442.0882,4.69333613,nothing
624,-80.49085672,25.63463574,216037.7123,4.959534554,nothing
625,-80.494706,25.6309674,208142.9014,4.778294959,fungicide
626,-80.49075791,25.63190202,214174.7771,4.916767523,nothing
627,-80.49057773,25.6264482,211425.3844,4.853650265,fungicide
628,-80.51328836,25.62999085,108857.9397,2.49902995,fungicide
629,-80.48876946,25.62917273,205824.8472,4.725079852,fungicide
630,-80.48874045,25.62826579,207432.5087,4.761986616,stumping
631,-80.53678446,25.6269495,99902.53824,2.29344259,scout & rogue
632,-80.53673428,25.62605901,105188.3666,2.414788294,scout & rogue
633,-80.48870371,25.62736056,204131.327,4.686202048,nothing
634,-80.49061571,25.62735514,208047.2071,4.776098124,stumping
635,-80.4864971,25.6246702,206980.4765,4.751609403,scout & rogue
636,-80.49052165,25.6246357,208439.8898,4.785112862,scout & rogue
637,-80.48645826,25.62375556,210336.4538,4.828651903,fungicide
638,-80.49054691,25.62554016,209988.2894,4.820659162,scout & rogue
639,-80.4865622,25.62647066,204020.5067,4.683657968,stumping
640,-80.48264296,25.62826303,227937.4626,5.232714741,stumping
641,-80.51340845,25.64722915,218652.9457,5.019571944,scout & rogue
642,-80.51534808,25.64541054,217636.7149,4.996242537,scout & rogue
643,-80.50155147,25.62367695,426319.9901,9.786942749,stumping
644,-80.46965601,25.61611172,204416.602,4.692751049,fungicide
645,-80.43075326,25.59975616,795.1946511,0.018255125,nothing
646,-80.43127518,25.59782999,448141.9795,10.28790579,fungicide
647,-80.45576294,25.6083832,219946.4514,5.049266695,nothing
648,-80.4581041,25.60804309,371400.623,8.526169822,scout & rogue
649,-80.45626579,25.59697913,898292.2645,20.62191586,fungicide
650,-80.45755253,25.60090584,2474751.372,56.8123723,nothing
651,-80.46182507,25.59969906,237102.2043,5.443107884,stumping
652,-80.46608072,25.61627735,451765.7881,10.37109684,fungicide
653,-80.4682988,25.61075409,180480.3149,4.143250493,scout & rogue
654,-80.47185798,25.6082805,216019.0014,4.959105011,stumping
655,-80.47251623,25.59846934,3791455.95,87.03969595,nothing
656,-80.46857463,25.60226939,3677182.293,84.41633846,fungicide
657,-80.46340475,25.5967453,824737.4635,18.933333,nothing
658,-80.45237578,25.60534396,445055.9955,10.21706148,fungicide
659,-80.45076784,25.6018224,57598.34962,1.322273793,fungicide
660,-80.45167848,25.60001808,62875.31726,1.443416083,scout & rogue
661,-80.47168814,25.61565722,97358.17374,2.235032123,stumping
662,-80.47382771,25.61403813,66749.93168,1.532364832,scout & rogue
663,-80.45268234,25.59737086,60305.31509,1.384417057,fungicide
664,-80.47374283,25.61651735,75349.93516,1.729793391,scout & rogue
665,-80.37911278,25.54710407,217057.3204,4.982941493,nothing
666,-80.48591301,25.57773285,433788.0716,9.958386002,fungicide
667,-80.52233718,25.55741289,1764515.511,40.50762968,fungicide
668,-80.48534462,25.5752781,104896.4481,2.40808678,nothing
669,-80.48028155,25.56374354,209994.4088,4.820799644,stumping
670,-80.48023143,25.56280125,224718.1494,5.158809612,stumping
671,-80.47880138,25.56314642,36948.37065,0.848216355,nothing
672,-80.51769796,25.55520933,207510.9479,4.763787329,stumping
673,-80.49101561,25.58129811,413251.3973,9.486929678,scout & rogue
674,-80.48305905,25.5932889,204024.9825,4.683760718,fungicide
675,-80.50436166,25.58219877,217729.0191,4.998361546,nothing
676,-80.49324267,25.57719392,59058.30089,1.355789602,stumping
677,-80.49902079,25.56276791,244571.9252,5.614588772,fungicide
678,-80.51575095,25.55613353,216887.1855,4.97903574,stumping
679,-80.51788057,25.55988597,228831.5984,5.253241238,nothing
680,-80.51143204,25.58635065,101974.5635,2.341009659,fungicide
681,-80.51443144,25.58636055,112763.9358,2.588699121,fungicide
682,-80.53689992,25.56972608,100813.0466,2.314344948,scout & rogue
683,-80.53610772,25.56518595,164235.0652,3.770311545,stumping
684,-80.49109919,25.57636087,131525.8854,3.019413446,nothing
685,-80.51478497,25.56101723,216208.2247,4.963448973,stumping
686,-80.51441975,25.58445877,114758.6566,2.634491528,nothing
687,-80.51237101,25.58355419,108204.605,2.484031476,scout & rogue
688,-80.51744278,25.58214927,220491.6573,5.061782878,scout & rogue
689,-80.51977477,25.55563018,886756.115,20.35708278,scout & rogue
690,-80.52129747,25.55560305,442854.0714,10.16651235,scout & rogue
691,-80.51182727,25.57433798,102621.1344,2.355852858,nothing
692,-80.49661763,25.57136041,857652.2202,19.68895049,scout & rogue
693,-80.48169742,25.55754027,60235.33283,1.382810489,fungicide
694,-80.50300586,25.56071024,57397.48366,1.317662553,scout & rogue
695,-80.52583823,25.55190589,876807.8733,20.12870299,stumping
696,-80.51549591,25.59092746,88083.95232,2.022125677,stumping
697,-80.51386567,25.57760719,104454.7039,2.397945746,fungicide
698,-80.49856585,25.56674912,864260.4514,19.84065433,scout & rogue
699,-80.5214873,25.57981025,108701.0485,2.49542823,fungicide
700,-80.51383878,25.57433306,104372.4045,2.396056416,fungicide
701,-80.49290256,25.56542246,38040.18686,0.873280962,fungicide
702,-80.4826495,25.5563742,77694.60871,1.783619593,stumping
703,-80.51988188,25.56063563,210214.1025,4.825843108,stumping
704,-80.51795138,25.56337079,217634.5343,4.996192477,nothing
705,-80.51844153,25.59179268,100499.2747,2.307141749,stumping
706,-80.51786645,25.57635455,259641.1289,5.960529468,fungicide
707,-80.48110028,25.55184169,215655.5564,4.950761477,stumping
708,-80.50866319,25.5602298,865714.2512,19.87402892,nothing
709,-80.50109304,25.58794984,125506.191,2.881220526,fungicide
710,-80.50125382,25.59320749,210756.3782,4.838292023,fungicide
711,-80.50226834,25.59325027,221823.3458,5.092354185,fungicide
712,-80.53409101,25.56579164,105212.1368,2.415333982,stumping
713,-80.50009704,25.56945062,225229.8639,5.17055694,scout & rogue
714,-80.49907609,25.5694695,229230.4899,5.262398511,stumping
715,-80.50021895,25.59102417,101118.8747,2.321365783,fungicide
716,-80.51552021,25.59360502,81440.58179,1.869615148,scout & rogue
717,-80.52833175,25.56059539,204905.4189,4.703972721,fungicide
718,-80.50430293,25.59282377,104370.9144,2.396022208,scout & rogue
719,-80.50332561,25.59002592,90019.20173,2.06655281,nothing
720,-80.51963167,25.59358807,84210.28732,1.933198724,scout & rogue
721,-80.52143649,25.5692461,218714.289,5.02098019,scout & rogue
722,-80.49898166,25.55486094,224209.4486,5.14713147,fungicide
723,-80.48395996,25.59159514,208033.7844,4.775789982,stumping
724,-80.51868536,25.58783758,109790.9453,2.520448773,scout & rogue
725,-80.52369509,25.59176235,90965.04445,2.088266332,stumping
726,-80.52661421,25.59085819,88019.76092,2.020652047,fungicide
727,-80.49992293,25.55125504,193807.7117,4.449204876,fungicide
728,-80.50083394,25.55328343,74247.4317,1.70448344,scout & rogue
729,-80.5279824,25.5568122,183933.6803,4.222528712,nothing
730,-80.5174455,25.59276752,104384.593,2.396336225,stumping
731,-80.51380592,25.56886433,102817.8252,2.36036825,scout & rogue
732,-80.48232151,25.57189312,60901.02472,1.398092644,scout & rogue
733,-80.49213892,25.55710855,40217.49633,0.92326502,nothing
734,-80.50357739,25.56165701,64825.38169,1.488183322,nothing
735,-80.52987053,25.55680647,186570.448,4.283060461,stumping
736,-80.5335824,25.54675625,50209.28218,1.152644449,fungicide
737,-80.51788456,25.57136919,320391.613,7.355166181,scout & rogue
738,-80.50922261,25.56710731,55398.31602,1.271768061,scout & rogue
739,-80.52063608,25.53727946,1769864.651,40.63042882,nothing
740,-80.41032834,25.59389592,96338.81137,2.211630825,nothing
741,-80.41032495,25.59474168,99953.76487,2.294618589,fungicide
742,-80.53122529,25.53444613,219642.5713,5.042290581,scout & rogue
743,-80.48693062,25.5086235,220226.5405,5.055696645,scout & rogue
744,-80.48886837,25.50907548,414114.2827,9.506738765,scout & rogue
745,-80.48696145,25.50769858,211881.7926,4.864127936,fungicide
746,-80.4869521,25.50683566,183610.927,4.215119329,fungicide
747,-80.49266279,25.52195432,225011.7628,5.165550036,nothing
748,-80.50456746,25.52184557,79029.47986,1.814263963,stumping
749,-80.53361739,25.52851219,188405.862,4.325195693,stumping
750,-80.5316499,25.52846931,219350.8668,5.035593979,nothing
751,-80.54838032,25.53117481,100686.1625,2.311432095,fungicide
752,-80.55044429,25.53441157,224948.8032,5.164104685,fungicide
753,-80.53259162,25.51517033,1784638.827,40.96959662,fungicide
754,-80.52855392,25.51520271,1789722.916,41.08631104,fungicide
755,-80.48488857,25.52573704,348806.5302,8.007481752,stumping
